Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Time,Payment,cogs,gross margin percentage,gross income,Rating
732-67-5346,a,yangon,normal,male,food and beverages,13.79,5.0,3.4475,72.3975,19:07,credit card,68.95,4.761904762,3.4475,7.8
725-32-9708,b,mandalay,member,female,fashion accessories,68.71,4.0,13.742,288.582,19:01,cash,274.84,4.761904762,13.742,4.1
256-08-8343,a,yangon,normal,female,home and lifestyle,56.53,4.0,11.306,237.426,19:48,ewallet,226.12,4.761904762,11.306,5.5
372-26-1506,c,naypyitaw,normal,female,fashion accessories,23.82,5.0,5.955,125.055,19:24,ewallet,119.1,4.761904762,5.955,5.4
244-08-0162,b,mandalay,normal,female,health and beauty,34.21,10.0,17.105,359.205,13:00,cash,342.1,4.761904762,17.105,5.1
569-71-4390,b,mandalay,normal,male,sports and travel,21.87,2.0,2.187,45.927,14:29,ewallet,43.74,4.761904762,2.187,6.9
132-23-6451,a,yangon,member,male,health and beauty,20.97,5.0,5.2425,110.0925,13:21,cash,104.85,4.761904762,5.2425,7.8
696-90-2548,a,yangon,normal,male,sports and travel,25.84,3.0,3.876,81.396,18:55,ewallet,77.52,4.761904762,3.876,6.6
472-15-9636,a,yangon,normal,male,home and lifestyle,50.93,8.0,20.372,427.812,19:36,ewallet,407.44,4.761904762,20.372,9.2
268-03-6164,b,mandalay,normal,male,health and beauty,96.11,1.0,4.8055,100.9155,16:28,ewallet,96.11,4.761904762,4.8055,7.8
750-57-9686,c,naypyitaw,normal,female,home and lifestyle,45.38,4.0,9.076,190.596,13:48,credit card,181.52,4.761904762,9.076,8.7
186-09-3669,c,naypyitaw,member,female,health and beauty,81.51,1.0,4.0755,85.5855,10:57,ewallet,81.51,4.761904762,4.0755,9.2
848-07-1692,b,mandalay,normal,female,health and beauty,57.22,2.0,5.722,120.162,17:13,ewallet,114.44,4.761904762,5.722,8.3
745-71-3520,a,yangon,member,female,electronic accessories,25.22,7.0,8.827,185.367,10:23,cash,176.54,4.761904762,8.827,8.2
266-76-6436,c,naypyitaw,member,female,food and beverages,38.6,3.0,5.79,121.59,13:57,ewallet,115.8,4.761904762,5.79,7.5
740-22-2500,c,naypyitaw,normal,female,electronic accessories,84.05,3.0,12.6075,264.7575,13:29,cash,252.15,4.761904762,12.6075,9.8
271-88-8734,c,naypyitaw,member,female,fashion accessories,97.21,10.0,48.605,1020.705,13:00,credit card,972.1,4.761904762,48.605,8.7
301-81-8610,b,mandalay,member,male,fashion accessories,25.42,8.0,10.168,213.528,19:42,credit card,203.36,4.761904762,10.168,6.7
489-64-4354,c,naypyitaw,normal,male,fashion accessories,16.28,1.0,0.814,17.094,15:36,cash,16.28,4.761904762,0.814,5.0
198-84-7132,b,mandalay,member,male,fashion accessories,40.61,9.0,18.2745,383.7645,13:40,cash,365.49,4.761904762,18.2745,7.0
269-10-8440,a,yangon,member,male,health and beauty,53.17,7.0,18.6095,390.7995,18:01,cash,372.19,4.761904762,18.6095,8.9
650-98-6268,b,mandalay,member,female,food and beverages,20.87,3.0,3.1305,65.7405,13:53,credit card,62.61,4.761904762,3.1305,8.0
741-73-3559,b,mandalay,normal,male,sports and travel,67.27,5.0,16.8175,353.1675,17:27,cash,336.35,4.761904762,16.8175,6.9
325-77-6186,a,yangon,member,female,home and lifestyle,90.65,10.0,45.325,951.825,10:53,ewallet,906.5,4.761904762,45.325,7.3
286-75-7818,b,mandalay,normal,male,fashion accessories,69.08,2.0,6.908,145.068,19:48,credit card,138.16,4.761904762,6.908,6.9
574-57-9721,c,naypyitaw,normal,male,food and beverages,43.27,2.0,4.327,90.867,16:53,ewallet,86.54,4.761904762,4.327,5.7
459-50-7686,a,yangon,normal,female,electronic accessories,23.46,6.0,7.038,147.798,19:14,ewallet,140.76,4.761904762,7.038,6.4
616-87-0016,b,mandalay,normal,male,fashion accessories,95.54,7.0,33.439,702.219,14:36,credit card,668.78,4.761904762,33.439,9.6
837-55-7229,b,mandalay,normal,female,fashion accessories,47.44,1.0,2.372,49.812,18:19,credit card,47.44,4.761904762,2.372,6.8
751-69-0068,c,naypyitaw,normal,male,sports and travel,99.24,9.0,44.658,937.818,19:09,ewallet,893.16,4.761904762,44.658,9.0
257-73-1380,c,naypyitaw,member,male,sports and travel,82.93,4.0,16.586,348.306,16:51,ewallet,331.72,4.761904762,16.586,9.6
345-08-4992,a,yangon,normal,male,home and lifestyle,33.99,6.0,10.197,214.137,15:37,credit card,203.94,4.761904762,10.197,7.7
549-96-4200,c,naypyitaw,member,male,food and beverages,17.04,4.0,3.408,71.568,20:15,ewallet,68.16,4.761904762,3.408,7.0
810-60-6344,c,naypyitaw,normal,female,electronic accessories,40.86,8.0,16.344,343.224,14:38,credit card,326.88,4.761904762,16.344,6.5
450-28-2866,c,naypyitaw,member,male,food and beverages,17.44,5.0,4.36,91.56,19:25,cash,87.2,4.761904762,4.36,8.1
394-30-3170,b,mandalay,member,female,sports and travel,88.43,8.0,35.372,742.812,19:35,credit card,707.44,4.761904762,35.372,4.3
138-17-5109,a,yangon,member,female,home and lifestyle,89.21,9.0,40.1445,843.0345,15:42,credit card,802.89,4.761904762,40.1445,6.5
192-98-7397,c,naypyitaw,normal,male,fashion accessories,12.78,1.0,0.639,13.419,14:11,ewallet,12.78,4.761904762,0.639,9.5
301-11-9629,a,yangon,normal,female,sports and travel,19.1,7.0,6.685,140.385,10:43,cash,133.7,4.761904762,6.685,9.7
390-80-5128,b,mandalay,member,female,health and beauty,19.15,1.0,0.9575,20.1075,17:58,credit card,19.15,4.761904762,0.9575,9.5
235-46-8343,c,naypyitaw,member,male,food and beverages,27.66,10.0,13.83,290.43,11:26,credit card,276.6,4.761904762,13.83,8.9
453-12-7053,c,naypyitaw,normal,male,fashion accessories,45.74,3.0,6.861,144.081,17:38,credit card,137.22,4.761904762,6.861,6.5
296-11-7041,b,mandalay,member,female,health and beauty,27.07,1.0,1.3535,28.4235,20:07,credit card,27.07,4.761904762,1.3535,5.3
449-27-2918,b,mandalay,member,female,sports and travel,39.12,1.0,1.956,41.076,11:02,credit card,39.12,4.761904762,1.956,9.6
891-01-7034,b,mandalay,normal,female,electronic accessories,74.71,6.0,22.413,470.673,19:07,cash,448.26,4.761904762,22.413,6.7
744-09-5786,b,mandalay,normal,male,electronic accessories,22.01,6.0,6.603,138.663,18:50,cash,132.06,4.761904762,6.603,7.6
727-17-0390,a,yangon,normal,female,food and beverages,63.61,5.0,15.9025,333.9525,12:43,ewallet,318.05,4.761904762,15.9025,4.8
568-88-3448,a,yangon,normal,male,health and beauty,25.0,1.0,1.25,26.25,15:09,ewallet,25.0,4.761904762,1.25,5.5
187-83-5490,a,yangon,member,male,electronic accessories,20.77,4.0,4.154,87.234,13:47,cash,83.08,4.761904762,4.154,4.7
767-54-1907,b,mandalay,member,female,fashion accessories,29.56,5.0,7.39,155.19,16:59,cash,147.8,4.761904762,7.39,6.9
710-46-4433,b,mandalay,member,female,food and beverages,77.4,9.0,34.83,731.43,14:15,credit card,696.6,4.761904762,34.83,4.5
533-33-5337,b,mandalay,normal,male,electronic accessories,79.39,10.0,39.695,833.595,20:24,cash,793.9,4.761904762,39.695,6.2
325-90-8763,c,naypyitaw,member,female,electronic accessories,46.57,10.0,23.285,488.985,13:58,cash,465.7,4.761904762,23.285,7.6
729-46-7422,c,naypyitaw,normal,male,food and beverages,35.89,1.0,1.7945,37.6845,16:52,credit card,35.89,4.761904762,1.7945,7.9
639-76-1242,c,naypyitaw,normal,male,food and beverages,40.52,5.0,10.13,212.73,15:19,cash,202.6,4.761904762,10.13,4.5
234-03-4040,b,mandalay,member,female,food and beverages,73.05,10.0,36.525,767.025,12:25,credit card,730.5,4.761904762,36.525,8.7
326-71-2155,c,naypyitaw,normal,female,sports and travel,73.95,4.0,14.79,310.59,10:02,cash,295.8,4.761904762,14.79,6.1
320-32-8842,c,naypyitaw,member,female,food and beverages,22.62,1.0,1.131,23.751,18:58,cash,22.62,4.761904762,1.131,6.4
470-32-9057,a,yangon,member,male,food and beverages,51.34,5.0,12.835,269.535,15:31,credit card,256.7,4.761904762,12.835,9.1
878-30-2331,c,naypyitaw,member,female,sports and travel,54.55,10.0,27.275,572.775,11:22,credit card,545.5,4.761904762,27.275,7.1
440-59-5691,c,naypyitaw,member,female,health and beauty,37.15,7.0,13.0025,273.0525,13:12,credit card,260.05,4.761904762,13.0025,7.7
554-53-3790,b,mandalay,normal,male,sports and travel,37.02,6.0,11.106,233.226,18:33,cash,222.12,4.761904762,11.106,4.5
746-19-0921,c,naypyitaw,normal,male,food and beverages,21.58,1.0,1.079,22.659,10:02,ewallet,21.58,4.761904762,1.079,7.2
233-34-0817,c,naypyitaw,member,female,electronic accessories,98.84,1.0,4.942,103.782,11:21,cash,98.84,4.761904762,4.942,8.4
767-05-1286,c,naypyitaw,member,female,home and lifestyle,83.77,6.0,25.131,527.751,12:10,ewallet,502.62,4.761904762,25.131,5.4
340-21-9136,a,yangon,member,female,sports and travel,40.05,4.0,8.01,168.21,11:40,cash,160.2,4.761904762,8.01,9.7
405-31-3305,a,yangon,member,male,fashion accessories,43.13,10.0,21.565,452.865,18:31,credit card,431.3,4.761904762,21.565,5.5
731-59-7531,b,mandalay,member,male,health and beauty,72.57,8.0,29.028,609.588,17:58,cash,580.56,4.761904762,29.028,4.6
676-39-6028,a,yangon,member,female,electronic accessories,64.44,5.0,16.11,338.31,17:04,cash,322.2,4.761904762,16.11,6.6
502-05-1910,a,yangon,normal,male,health and beauty,65.18,3.0,9.777,205.317,20:35,credit card,195.54,4.761904762,9.777,6.3
485-30-8700,a,yangon,normal,female,sports and travel,33.26,5.0,8.315,174.615,16:10,credit card,166.3,4.761904762,8.315,4.2
598-47-9715,c,naypyitaw,normal,male,electronic accessories,84.07,4.0,16.814,353.094,16:54,ewallet,336.28,4.761904762,16.814,4.4
701-69-8742,b,mandalay,normal,male,sports and travel,34.37,10.0,17.185,360.885,10:11,ewallet,343.7,4.761904762,17.185,6.7
575-67-1508,a,yangon,normal,male,electronic accessories,38.6,1.0,1.93,40.53,11:26,ewallet,38.6,4.761904762,1.93,6.7
541-08-3113,c,naypyitaw,normal,male,food and beverages,65.97,8.0,26.388,554.148,20:29,cash,527.76,4.761904762,26.388,8.4
246-11-3901,c,naypyitaw,normal,female,electronic accessories,32.8,10.0,16.4,344.4,12:12,cash,328.0,4.761904762,16.4,6.2
674-15-9296,a,yangon,normal,male,sports and travel,37.14,5.0,9.285,194.985,13:05,ewallet,185.7,4.761904762,9.285,5.0
305-18-3552,b,mandalay,member,male,home and lifestyle,60.38,10.0,30.19,633.99,16:19,cash,603.8,4.761904762,30.19,6.0
493-65-6248,c,naypyitaw,member,female,sports and travel,36.98,10.0,18.49,388.29,19:48,credit card,369.8,4.761904762,18.49,7.0
438-01-4015,b,mandalay,member,female,sports and travel,49.49,4.0,9.898,207.858,15:25,ewallet,197.96,4.761904762,9.898,6.6
709-58-4068,b,mandalay,normal,female,fashion accessories,41.09,10.0,20.545,431.445,14:42,cash,410.9,4.761904762,20.545,7.3
795-49-7276,a,yangon,normal,male,fashion accessories,37.15,4.0,7.43,156.03,18:59,ewallet,148.6,4.761904762,7.43,8.3
556-72-8512,c,naypyitaw,normal,male,home and lifestyle,22.96,1.0,1.148,24.108,20:47,cash,22.96,4.761904762,1.148,4.3
627-95-3243,b,mandalay,member,female,home and lifestyle,77.68,9.0,34.956,734.076,13:21,ewallet,699.12,4.761904762,34.956,9.8
686-41-0932,b,mandalay,normal,female,fashion accessories,34.7,2.0,3.47,72.87,19:48,ewallet,69.4,4.761904762,3.47,8.2
510-09-5628,a,yangon,member,female,fashion accessories,19.66,10.0,9.83,206.43,18:20,credit card,196.6,4.761904762,9.83,7.2
608-04-3797,b,mandalay,member,female,health and beauty,25.32,8.0,10.128,212.688,20:24,ewallet,202.56,4.761904762,10.128,8.7
148-82-2527,c,naypyitaw,member,female,home and lifestyle,12.12,10.0,6.06,127.26,13:44,credit card,121.2,4.761904762,6.06,8.4
437-53-3084,b,mandalay,normal,male,fashion accessories,99.89,2.0,9.989,209.769,11:48,ewallet,199.78,4.761904762,9.989,7.1
632-32-4574,b,mandalay,normal,male,sports and travel,75.92,8.0,30.368,637.728,14:14,cash,607.36,4.761904762,30.368,5.5
556-97-7101,c,naypyitaw,normal,female,electronic accessories,63.22,2.0,6.322,132.762,15:51,cash,126.44,4.761904762,6.322,8.5
862-59-8517,c,naypyitaw,normal,female,food and beverages,90.24,6.0,27.072,568.512,11:17,cash,541.44,4.761904762,27.072,6.2
401-18-8016,b,mandalay,member,female,sports and travel,98.13,1.0,4.9065,103.0365,17:36,cash,98.13,4.761904762,4.9065,8.9
420-18-8989,a,yangon,member,female,sports and travel,51.52,8.0,20.608,432.768,15:47,cash,412.16,4.761904762,20.608,9.6
277-63-2961,b,mandalay,member,male,sports and travel,73.97,1.0,3.6985,77.6685,15:53,credit card,73.97,4.761904762,3.6985,5.4
573-98-8548,c,naypyitaw,member,female,fashion accessories,31.9,1.0,1.595,33.495,12:40,ewallet,31.9,4.761904762,1.595,9.1
620-02-2046,c,naypyitaw,normal,male,home and lifestyle,69.4,2.0,6.94,145.74,19:48,ewallet,138.8,4.761904762,6.94,9.0
282-35-2475,b,mandalay,normal,female,sports and travel,93.31,2.0,9.331,195.951,17:53,cash,186.62,4.761904762,9.331,6.3
511-54-3087,b,mandalay,normal,male,sports and travel,88.45,1.0,4.4225,92.8725,16:36,credit card,88.45,4.761904762,4.4225,9.5
726-29-6793,a,yangon,member,male,electronic accessories,24.18,8.0,9.672,203.112,20:54,ewallet,193.44,4.761904762,9.672,9.8
387-49-4215,b,mandalay,member,female,sports and travel,48.5,3.0,7.275,152.775,12:50,cash,145.5,4.761904762,7.275,6.7
862-17-9201,b,mandalay,normal,female,food and beverages,84.05,6.0,25.215,529.515,10:48,credit card,504.3,4.761904762,25.215,7.7
291-21-5991,b,mandalay,member,male,health and beauty,61.29,5.0,15.3225,321.7725,14:28,cash,306.45,4.761904762,15.3225,7.0
602-80-9671,c,naypyitaw,member,female,home and lifestyle,15.95,6.0,4.785,100.485,17:15,credit card,95.7,4.761904762,4.785,5.1
347-72-6115,b,mandalay,member,female,sports and travel,90.74,7.0,31.759,666.939,18:03,credit card,635.18,4.761904762,31.759,6.2
209-61-0206,a,yangon,normal,female,home and lifestyle,42.91,5.0,10.7275,225.2775,17:29,ewallet,214.55,4.761904762,10.7275,6.1
595-27-4851,a,yangon,normal,female,fashion accessories,54.28,7.0,18.998,398.958,18:05,ewallet,379.96,4.761904762,18.998,9.3
189-52-0236,a,yangon,normal,male,electronic accessories,99.55,7.0,34.8425,731.6925,12:07,cash,696.85,4.761904762,34.8425,7.6
503-07-0930,c,naypyitaw,member,male,sports and travel,58.39,7.0,20.4365,429.1665,19:49,credit card,408.73,4.761904762,20.4365,8.2
413-20-6708,c,naypyitaw,member,female,fashion accessories,51.47,1.0,2.5735,54.0435,15:52,ewallet,51.47,4.761904762,2.5735,8.5
425-85-2085,b,mandalay,member,male,health and beauty,54.86,5.0,13.715,288.015,16:48,ewallet,274.3,4.761904762,13.715,9.8
521-18-7827,c,naypyitaw,member,male,home and lifestyle,39.39,5.0,9.8475,206.7975,20:46,credit card,196.95,4.761904762,9.8475,8.7
220-28-1851,a,yangon,normal,male,home and lifestyle,34.73,2.0,3.473,72.933,18:14,ewallet,69.46,4.761904762,3.473,9.7
600-38-9738,c,naypyitaw,member,male,sports and travel,71.92,5.0,17.98,377.58,15:05,credit card,359.6,4.761904762,17.98,4.3
734-91-1155,b,mandalay,normal,female,electronic accessories,45.71,3.0,6.8565,143.9865,10:34,credit card,137.13,4.761904762,6.8565,7.7
451-28-5717,c,naypyitaw,member,female,home and lifestyle,83.17,6.0,24.951,523.971,11:23,cash,499.02,4.761904762,24.951,7.3
609-81-8548,a,yangon,member,female,home and lifestyle,37.44,6.0,11.232,235.872,13:55,credit card,224.64,4.761904762,11.232,5.9
133-14-7229,c,naypyitaw,normal,male,health and beauty,62.87,2.0,6.287,132.027,11:43,cash,125.74,4.761904762,6.287,5.0
534-01-4457,a,yangon,normal,male,food and beverages,81.71,6.0,24.513,514.773,14:36,credit card,490.26,4.761904762,24.513,8.0
719-89-8991,a,yangon,member,female,sports and travel,91.41,5.0,22.8525,479.9025,16:03,ewallet,457.05,4.761904762,22.8525,7.1
286-62-6248,b,mandalay,normal,male,fashion accessories,39.21,4.0,7.842,164.682,20:03,credit card,156.84,4.761904762,7.842,9.0
339-38-9982,b,mandalay,member,male,fashion accessories,59.86,2.0,5.986,125.706,14:55,ewallet,119.72,4.761904762,5.986,6.7
827-44-5872,b,mandalay,member,female,food and beverages,54.36,10.0,27.18,570.78,11:28,credit card,543.6,4.761904762,27.18,6.1
827-77-7633,a,yangon,normal,male,sports and travel,98.09,9.0,44.1405,926.9505,19:41,cash,882.81,4.761904762,44.1405,9.3
287-83-1405,a,yangon,normal,male,health and beauty,25.43,6.0,7.629,160.209,19:01,ewallet,152.58,4.761904762,7.629,7.0
435-13-4908,a,yangon,member,male,fashion accessories,86.68,8.0,34.672,728.112,18:04,credit card,693.44,4.761904762,34.672,7.2
857-67-9057,b,mandalay,normal,male,electronic accessories,22.95,10.0,11.475,240.975,19:20,ewallet,229.5,4.761904762,11.475,8.2
236-27-1144,c,naypyitaw,normal,female,food and beverages,16.31,9.0,7.3395,154.1295,10:31,ewallet,146.79,4.761904762,7.3395,8.4
892-05-6689,a,yangon,normal,female,home and lifestyle,28.32,5.0,7.08,148.68,13:28,ewallet,141.6,4.761904762,7.08,6.2
583-41-4548,c,naypyitaw,normal,male,home and lifestyle,16.67,7.0,5.8345,122.5245,11:36,ewallet,116.69,4.761904762,5.8345,7.4
339-12-4827,b,mandalay,member,female,fashion accessories,73.96,1.0,3.698,77.658,11:32,credit card,73.96,4.761904762,3.698,5.0
643-38-7867,a,yangon,normal,male,home and lifestyle,97.94,1.0,4.897,102.837,11:44,ewallet,97.94,4.761904762,4.897,6.9
308-81-0538,a,yangon,normal,female,fashion accessories,73.05,4.0,14.61,306.81,17:16,credit card,292.2,4.761904762,14.61,4.9
358-88-9262,c,naypyitaw,member,female,food and beverages,87.48,6.0,26.244,551.124,18:43,ewallet,524.88,4.761904762,26.244,5.1
460-35-4390,a,yangon,normal,male,home and lifestyle,30.68,3.0,4.602,96.642,11:00,ewallet,92.04,4.761904762,4.602,9.1
343-87-0864,c,naypyitaw,member,male,health and beauty,75.88,1.0,3.794,79.674,10:30,credit card,75.88,4.761904762,3.794,7.1
173-50-1108,b,mandalay,member,female,sports and travel,20.18,4.0,4.036,84.756,12:14,credit card,80.72,4.761904762,4.036,5.0
243-47-2663,c,naypyitaw,member,male,electronic accessories,18.77,6.0,5.631,118.251,16:43,credit card,112.62,4.761904762,5.631,5.5
841-18-8232,b,mandalay,normal,female,food and beverages,71.2,1.0,3.56,74.76,20:40,credit card,71.2,4.761904762,3.56,9.2
701-23-5550,b,mandalay,member,male,home and lifestyle,38.81,4.0,7.762,163.002,13:40,ewallet,155.24,4.761904762,7.762,4.9
647-50-1224,a,yangon,normal,female,fashion accessories,29.42,10.0,14.71,308.91,16:23,ewallet,294.2,4.761904762,14.71,8.9
541-48-8554,a,yangon,normal,male,sports and travel,60.95,9.0,27.4275,575.9775,12:08,credit card,548.55,4.761904762,27.4275,6.0
539-21-7227,b,mandalay,normal,female,sports and travel,51.54,5.0,12.885,270.585,17:45,cash,257.7,4.761904762,12.885,4.2
213-32-1216,a,yangon,normal,female,electronic accessories,66.06,6.0,19.818,416.178,10:28,cash,396.36,4.761904762,19.818,7.3
747-58-7183,b,mandalay,normal,male,fashion accessories,57.27,3.0,8.5905,180.4005,20:31,ewallet,171.81,4.761904762,8.5905,6.5
582-52-8065,b,mandalay,normal,female,fashion accessories,54.31,9.0,24.4395,513.2295,10:49,cash,488.79,4.761904762,24.4395,8.9
210-57-1719,b,mandalay,normal,female,health and beauty,58.24,9.0,26.208,550.368,12:34,cash,524.16,4.761904762,26.208,9.7
399-69-4630,c,naypyitaw,normal,male,electronic accessories,22.21,6.0,6.663,139.923,10:23,credit card,133.26,4.761904762,6.663,8.6
134-75-2619,a,yangon,member,male,electronic accessories,19.32,7.0,6.762,142.002,18:51,cash,135.24,4.761904762,6.762,6.9
356-44-8813,b,mandalay,normal,male,home and lifestyle,37.48,3.0,5.622,118.062,13:45,credit card,112.44,4.761904762,5.622,7.7
198-66-9832,b,mandalay,member,female,fashion accessories,72.04,2.0,7.204,151.284,19:38,cash,144.08,4.761904762,7.204,9.5
283-26-5248,c,naypyitaw,member,female,food and beverages,98.52,10.0,49.26,1034.46,20:23,ewallet,985.2,4.761904762,49.26,4.5
712-39-0363,a,yangon,member,male,food and beverages,41.66,6.0,12.498,262.458,15:24,ewallet,249.96,4.761904762,12.498,5.6
218-59-9410,a,yangon,member,female,home and lifestyle,72.42,3.0,10.863,228.123,16:54,ewallet,217.26,4.761904762,10.863,8.2
174-75-0888,b,mandalay,normal,male,electronic accessories,21.58,9.0,9.711,203.931,12:32,cash,194.22,4.761904762,9.711,7.3
866-99-7614,c,naypyitaw,normal,male,food and beverages,89.2,10.0,44.6,936.6,15:42,credit card,892.0,4.761904762,44.6,4.4
134-54-4720,b,mandalay,normal,female,electronic accessories,42.42,8.0,16.968,356.328,13:58,ewallet,339.36,4.761904762,16.968,5.7
760-90-2357,a,yangon,member,male,electronic accessories,74.51,6.0,22.353,469.413,15:08,ewallet,447.06,4.761904762,22.353,5.0
514-37-2845,b,mandalay,normal,male,fashion accessories,99.25,2.0,9.925,208.425,13:02,cash,198.5,4.761904762,9.925,9.0
698-98-5964,a,yangon,normal,female,food and beverages,81.21,10.0,40.605,852.705,13:01,credit card,812.1,4.761904762,40.605,6.3
718-57-9773,c,naypyitaw,normal,female,sports and travel,49.33,10.0,24.665,517.965,16:40,credit card,493.3,4.761904762,24.665,9.4
651-88-7328,a,yangon,normal,female,fashion accessories,65.74,9.0,29.583,621.243,13:55,cash,591.66,4.761904762,29.583,7.7
241-11-2261,b,mandalay,normal,female,fashion accessories,79.86,7.0,27.951,586.971,10:33,credit card,559.02,4.761904762,27.951,5.5
408-26-9866,c,naypyitaw,normal,female,sports and travel,73.98,7.0,25.893,543.753,16:42,ewallet,517.86,4.761904762,25.893,4.1
834-83-1826,b,mandalay,member,female,home and lifestyle,82.04,5.0,20.51,430.71,17:16,credit card,410.2,4.761904762,20.51,7.6
343-61-3544,b,mandalay,member,male,sports and travel,26.67,10.0,13.335,280.035,11:48,cash,266.7,4.761904762,13.335,8.6
239-48-4278,a,yangon,member,male,food and beverages,10.13,7.0,3.5455,74.4555,19:35,ewallet,70.91,4.761904762,3.5455,8.3
355-34-6244,b,mandalay,normal,male,food and beverages,72.39,2.0,7.239,152.019,19:55,credit card,144.78,4.761904762,7.239,8.1
550-84-8664,a,yangon,normal,male,sports and travel,85.91,5.0,21.4775,451.0275,14:33,credit card,429.55,4.761904762,21.4775,8.6
339-96-8318,b,mandalay,member,male,fashion accessories,81.31,7.0,28.4585,597.6285,19:49,ewallet,569.17,4.761904762,28.4585,6.3
458-61-0011,b,mandalay,normal,male,food and beverages,60.3,4.0,12.06,253.26,18:43,cash,241.2,4.761904762,12.06,5.8
592-34-6155,c,naypyitaw,normal,male,food and beverages,31.77,4.0,6.354,133.434,14:43,ewallet,127.08,4.761904762,6.354,6.2
797-88-0493,a,yangon,normal,female,health and beauty,64.27,4.0,12.854,269.934,13:54,cash,257.08,4.761904762,12.854,7.7
207-73-1363,b,mandalay,normal,male,health and beauty,69.51,2.0,6.951,145.971,12:15,ewallet,139.02,4.761904762,6.951,8.1
390-31-6381,c,naypyitaw,normal,male,food and beverages,27.22,3.0,4.083,85.743,12:37,cash,81.66,4.761904762,4.083,7.3
443-82-0585,a,yangon,member,female,health and beauty,77.68,4.0,15.536,326.256,19:54,cash,310.72,4.761904762,15.536,8.4
339-18-7061,c,naypyitaw,member,female,fashion accessories,92.98,2.0,9.298,195.258,15:06,credit card,185.96,4.761904762,9.298,8.0
359-90-3665,b,mandalay,member,female,fashion accessories,18.08,4.0,3.616,75.936,18:03,credit card,72.32,4.761904762,3.616,9.5
375-72-3056,b,mandalay,normal,male,sports and travel,63.06,3.0,9.459,198.639,15:58,ewallet,189.18,4.761904762,9.459,7.0
127-47-6963,a,yangon,normal,male,health and beauty,51.71,4.0,10.342,217.182,13:53,credit card,206.84,4.761904762,10.342,9.8
278-86-2735,a,yangon,normal,female,food and beverages,52.34,3.0,7.851,164.871,14:03,cash,157.02,4.761904762,7.851,9.2
695-28-6250,a,yangon,normal,female,sports and travel,43.06,5.0,10.765,226.065,16:38,ewallet,215.3,4.761904762,10.765,7.7
379-17-6588,c,naypyitaw,normal,male,fashion accessories,59.61,10.0,29.805,625.905,11:07,cash,596.1,4.761904762,29.805,5.3
227-50-3718,a,yangon,normal,male,health and beauty,14.62,5.0,3.655,76.755,12:23,cash,73.1,4.761904762,3.655,4.4
302-15-2162,c,naypyitaw,member,male,health and beauty,46.53,6.0,13.959,293.139,10:54,credit card,279.18,4.761904762,13.959,4.3
788-07-8452,c,naypyitaw,member,female,home and lifestyle,24.24,7.0,8.484,178.164,17:38,ewallet,169.68,4.761904762,8.484,9.4
560-49-6611,a,yangon,member,female,sports and travel,45.58,1.0,2.279,47.859,14:13,cash,45.58,4.761904762,2.279,9.8
880-35-0356,a,yangon,member,female,sports and travel,75.2,3.0,11.28,236.88,11:51,ewallet,225.6,4.761904762,11.28,4.8
585-11-6748,b,mandalay,member,male,sports and travel,96.8,3.0,14.52,304.92,13:05,cash,290.4,4.761904762,14.52,5.3
470-31-3286,b,mandalay,normal,male,health and beauty,14.82,3.0,2.223,46.683,11:30,credit card,44.46,4.761904762,2.223,8.7
152-68-2907,a,yangon,normal,male,food and beverages,52.2,3.0,7.83,164.43,13:30,credit card,156.6,4.761904762,7.83,9.5
123-35-4896,c,naypyitaw,normal,female,sports and travel,46.66,9.0,20.997,440.937,19:11,ewallet,419.94,4.761904762,20.997,5.3
258-69-7810,c,naypyitaw,normal,female,fashion accessories,36.85,5.0,9.2125,193.4625,18:53,cash,184.25,4.761904762,9.2125,9.2
334-64-2006,a,yangon,member,female,home and lifestyle,70.32,2.0,7.032,147.672,14:22,ewallet,140.64,4.761904762,7.032,9.6
219-61-4139,c,naypyitaw,normal,male,electronic accessories,83.08,1.0,4.154,87.234,17:16,ewallet,83.08,4.761904762,4.154,6.4
881-41-7302,c,naypyitaw,normal,female,fashion accessories,64.99,1.0,3.2495,68.2395,10:06,credit card,64.99,4.761904762,3.2495,4.5
373-09-4567,c,naypyitaw,normal,male,food and beverages,77.56,10.0,38.78,814.38,20:35,ewallet,775.6,4.761904762,38.78,6.9
642-30-6693,b,mandalay,normal,female,sports and travel,54.51,6.0,16.353,343.413,13:54,ewallet,327.06,4.761904762,16.353,7.8
484-22-8230,c,naypyitaw,member,female,fashion accessories,51.89,7.0,18.1615,381.3915,20:08,cash,363.23,4.761904762,18.1615,4.5
830-58-2383,b,mandalay,normal,male,home and lifestyle,31.75,4.0,6.35,133.35,15:26,cash,127.0,4.761904762,6.35,8.6
559-98-9873,a,yangon,member,female,fashion accessories,53.65,7.0,18.7775,394.3275,12:56,ewallet,375.55,4.761904762,18.7775,5.2
544-32-5024,c,naypyitaw,member,female,food and beverages,49.79,4.0,9.958,209.118,19:16,credit card,199.16,4.761904762,9.958,6.4
318-12-0304,a,yangon,normal,male,fashion accessories,30.61,1.0,1.5305,32.1405,12:20,ewallet,30.61,4.761904762,1.5305,5.2
349-97-8902,b,mandalay,member,male,food and beverages,57.89,2.0,5.789,121.569,10:37,ewallet,115.78,4.761904762,5.789,8.9
